time[ms],setpoint[rad],position[rad],velocity[rad/s],current[mA],velocity_computed[rad/s],acceleration_computed[rad/s^2]
270.477,0.0,0.11351,0.0,0.0,-4.5801444e-17,-3.420856e-12
272.006,-0.08437,0.11351,0.0,-494.96,-5.27629e-15,-277.98117
274.578,-0.08437,0.11351,0.0,-1393.42,-1.0735675,-393.0309
277.069,-0.08437,0.10584,0.0,-1097.52,-2.4905915,-590.1882
279.566,0.02301,0.09511,-0.024,-704.78,-4.4841127,-555.4314
282.069,0.02301,0.07977,-0.12,347.01,-5.032802,-259.98102
284.565,0.02301,0.06903,-0.216,556.83,-4.4733124,195.06308
287.078,0.02301,0.06136,-0.384,473.44,-3.044241,415.11047
289.623,0.02301,0.05676,-0.528,384.67,-2.026854,364.37067
292.052,0.02301,0.05369,-0.719,271.69,-1.7823573,145.74359
294.598,0.02301,0.04755,-0.863,199.06,-1.9127991,19.003014
297.072,0.02301,0.04295,-1.055,164.09,-1.8237084,48.060352
299.638,0.02301,0.03988,-1.175,139.88,-1.4087671,121.26027
302.084,0.02301,0.03682,-1.343,118.36,-1.040091,137.76083
304.611,0.02301,0.03528,-1.463,99.53,-0.79584616,104.85734
307.131,0.02301,0.03375,-1.607,86.08,-0.6151136,58.19998
309.567,0.02301,0.03221,-1.703,72.63,-0.6175212,44.1156
312.079,0.02301,0.03068,-1.775,59.18,-0.43054762,37.479843
314.593,0.02301,0.03068,-1.775,59.18,-0.36701664,25.375874
317.061,0.02301,0.02915,-1.727,53.8,-0.42799047,-2.5076163
319.626,0.02301,0.02761,-1.679,43.04,-0.43133143,-0.39217278
322.063,0.02301,0.02761,-1.559,53.8,-0.36888832,24.380816
324.595,0.02301,0.02608,-1.487,56.49,-0.24500418,12.6369
327.124,0.02301,0.02608,-1.367,59.18,-0.366474,9.657743
329.59,0.02301,0.02454,-1.295,48.42,-0.2471928,11.903256
332.067,0.02301,0.02454,-1.175,34.97,-0.18510121,46.733204
334.59,0.02301,0.02454,-1.079,24.21,8.4102775e-16,37.18599
337.066,0.02301,0.02454,-0.959,13.45,8.2744605e-16,22.09865
339.616,0.02301,0.02454,-0.887,8.07,8.3883817e-16,-21.914602
342.066,0.02301,0.02454,-0.791,8.07,-0.1832141,-14.67363
344.633,0.02301,0.02301,-0.719,5.38,-0.06348992,-10.01773
347.065,0.02301,0.02454,-0.647,2.69,-0.124594726,12.079867
349.591,0.02301,0.02301,-0.6,0.0,-0.06322757,-11.983029
352.071,0.02301,0.02301,-0.528,0.0,-0.18355083,32.2002
354.588,0.02301,0.02301,-0.48,0.0,0.183821,51.6672
357.065,0.02301,0.02454,-0.408,0.0,0.24304564,24.184114
359.619,0.02301,0.02454,-0.384,0.0,0.00071038853,-61.02858
362.067,0.02301,0.02301,-0.312,0.0,-0.24367583,-38.798332
364.59,0.02301,0.02301,-0.288,0.0,0.0006929378,39.383907
367.066,0.02301,0.02454,-0.24,0.0,0.24396142,38.839436
369.588,0.02301,0.02454,-0.216,0.0,-2.4583798e-05,-39.37487
372.065,0.02301,0.02301,-0.168,0.0,-0.24478693,-61.17256
374.563,0.02301,0.02301,-0.168,0.0,-0.18335705,2.594933
377.078,0.02301,0.02301,-0.144,0.0,8.124262e-16,36.435596
379.617,0.02301,0.02301,-0.12,0.0,8.448508e-16,43.9205
382.066,0.02301,0.02301,-0.096,0.0,0.1839299,36.893856
384.589,0.02301,0.02454,-0.096,0.0,0.24666598,2.4615376
387.066,0.02301,0.02454,-0.072,0.0,-1.4289479e-15,-39.23173
389.589,0.02301,0.02301,-0.048,0.0,-0.061990116,-24.868729
392.066,0.02301,0.02454,-0.048,0.0,0.060468182,26.922787
394.565,0.02301,0.02454,-0.048,0.0,0.18376991,-9.720698
397.066,0.02301,0.02454,-0.024,0.0,-0.18321614,-51.035652
399.617,0.02301,0.02301,-0.024,0.0,-0.24499907,-46.661037
402.066,0.02301,0.02301,-0.024,0.0,-0.18423009,24.343
404.589,0.02301,0.02301,-0.024,0.0,8.4660985e-16,59.153347
407.065,0.02301,0.02301,-0.024,0.0,0.18350396,36.76861
409.59,0.02301,0.02454,-0.024,0.0,0.062029198,9.867698
412.066,0.02301,0.02301,0.0,0.0,0.123217255,-34.335667
414.566,0.02301,0.02454,0.0,0.0,-0.12251648,-24.696188
